ID,ProjectID,Visible By,Contract,Title,Client Ministry,Impact On,RAID Tracking ID,Status,Owner,Category,Description,Probability number,Probability,Impact,Impact On.1,Mitigation Plan,Assigned To,Raised By,Created,Created By,Modified,Modified By,ProjectName,Stream,Zone,Escalation Level,owning team,committee Assigned
7,EP100166,GMCB,LMRN,MTO RUS wants to consider separate TIS package,GMCB,Scheduling,MTE-R3,Closed,"Zaniewski, Martin (SOLGEN)",Scope,"MTO RUS wants to consider separate TIS package at the adjacent sites, currently sharing one package",0.85,High=3,Low=1,Scheduling,Email confirmation from Mike Dodds to proceed with the RFB design and then follow-up decision by David Mercanti in Feb. 2021,"Soin, Amardeep (SOLGEN)",,3/2/2021 13:17,"Head, Calvin (TBS)",3/2/2021 13:17,"Head, Calvin (TBS)",MTO-ENF LMRN Program Plan,PSRN.LMRN.WS-9,All,Level 2,Transition,Delivery Team- Deployment
8,EP100166,GMCB,LMRN,MTO-RUS  is now called Transport Safety division,GMCB,Fleet Mapping,MTE-R6,Closed,"Zaniewski, Martin (SOLGEN)",Organizational,MTO-RUS  is now called Transport Safety division. Potential Mismatch of Interop TGs,0.55,Medium=2,Medium=2,Fleet Mapping,MTO-RUS  is now called Transport Safety division. Potential Mismatch of Interop TGs,"Soin, Amardeep (SOLGEN)",,3/2/2021 13:20,"Head, Calvin (TBS)",3/2/2021 13:20,"Head, Calvin (TBS)",MTO-ENF LMRN Program Plan,PSRN.LMRN.WS-9,All,Level 2,Transition,Delivery Team- Deployment
9,EP100166,GMCB,LMRN,Interoperability Strategy,GMCB,Fleet Mapping,MTE-R10,Closed,"Zaniewski, Martin (SOLGEN)",Operational,Interoperability Strategy,0.85,High=3,Low=1,Fleet Mapping,Email from Zoran capturing the interop strategy discussed with the MP,"Soin, Amardeep (SOLGEN)",,3/2/2021 13:23,"Head, Calvin (TBS)",3/2/2021 13:23,"Head, Calvin (TBS)",MTO-ENF LMRN Program Plan,PSRN.LMRN.WS-9,All,Level 2,Transition,Delivery Team- Deployment
10,EP100166,GMCB,LMRN,"Technical resourse, there is only one Dave C",GMCB,Fleet Mapping,MTE-R11,Closed,"Zaniewski, Martin (SOLGEN)",Human Resources,"Technical resourse, there is only one Dave C",0.85,High=3,Low=1,Fleet Mapping,"Dave Chafe was busy with many activities, was resolved","Soin, Amardeep (SOLGEN)",,3/2/2021 13:26,"Head, Calvin (TBS)",3/2/2021 13:26,"Head, Calvin (TBS)",MTO-ENF LMRN Program Plan,PSRN.LMRN.WS-9,All,Level 2,Transition,Delivery Team- Deployment
11,EP100166,GMCB,LMRN,DVR performance Issue,GMCB,UE Order,PWA,Closed,"Calabrese, Tania (SOLGEN)",Technical,During Dancecard meeting Dave N informed about a new issue observed on the DVR & Associated Portable performance where Portable in the fringe area of two DVRS in close proximity flip-flop between two DVRS,0.5,Medium=2,Medium=2,UE Order,"BMR/Motorola was able to replicate the issue and working for resolution. TR stream is following up and leading the resolution on behalf of all the users, therefore the risk is being closed.","Soin, Amardeep (SOLGEN)",Dave Nicholas,5/14/2021 10:37,"Soin, Amardeep (SOLGEN)",3/21/2022 15:19,"Soin, Amardeep (SOLGEN)",MTO-ENF LMRN Program Plan,PSRN.LMRN.WS-9,All,Level 2,Transition,Delivery Team- Deployment
1,EP100174,GMCB,LMRN,Risk to MOF UE Order due to additional functionality requested by MOF,GMCB,Fleet Mapping,MOF-R2,Closed,"Vicinanzo, Amanda (SOLGEN)",Technical,If BMR is late addressing additional MOF Fleetmapping inquiries then MOF UE order could be delayed.,0.8,High=3,High=3,Fleet Mapping,Find out which options are available and which once are not and deal with those changes as quickly as possible.,"Szotek, Lucas (SOLGEN)",,1/27/2021 18:07,"Maksimenko, Alexander (SOLGEN)",3/23/2021 13:30,"Vicinanzo, Amanda (SOLGEN)",MOF LMRN Program Plan,PSRN.LMRN.WS-9,All,Level 2,Transition,Delivery Team- Deployment
2,EP100174,GMCB,LMRN,Fleetmap Requirements Changes,GMCB,Fleet Mapping,MOF-R1,Closed,"Szotek, Lucas (SOLGEN)",Project Management,"IF FM requirements will require changes as per Jul 17 MOF response, THEN FM file complitation will be delayed.",0.2,Low=1,High=3,Fleet Mapping,,"Szotek, Lucas (SOLGEN)",Michelle Johnson (MOF),3/18/2021 14:20,"Szotek, Lucas (SOLGEN)",3/18/2021 14:20,"Szotek, Lucas (SOLGEN)",MOF LMRN Program Plan,PSRN.LMRN.WS-9,All,Level 3,Transition,Delivery Team- Deployment
3,EP100174,GMCB,LMRN,MOF vehicle install location required ,GMCB,Vehicle Installation,PWA,Closed,"Martin, Liza (SOLGEN)",,"  MOF does not have a facility to complete installs and would need to borrow space from another Ministry to complete, target timeline December 2021. MTO-PHM was able to accomodate MOF initiatly, provided it does not impact winter operations and use of the install bays, washrooms and power at the site (due to covid, restrictions may be less at time of install). December install would be during winter operations and covid restrictions do not currently allow for use of the bay, washroom and power access. Another ministry with install space might be required to complete 31 installs. Install Summary *1 Command Vehicle (Oshawa) * 30 vehicles - 7 based in Hamilton, 23 based in Oshawa ? IF an alternative location is not found for December 2021, THEN installs would be scheduled for Spring 2022 when MTO-PHM space can be secured.",0.8,High=3,Low=1,Vehicle Installation,23-Mar-2022: Install location at MTO-PHM Patrol Yard Brock in Pickering and BMR MSC site in Hamilton identified to support the MOF install. Item closed.   Delay installs until Spring/Summer 2022,"Martin, Liza (SOLGEN)",,7/2/2021 11:01,"Martin, Liza (SOLGEN)",3/23/2022 12:16,"Martin, Liza (SOLGEN)",MOF LMRN Program Plan,PSRN.LMRN.WS-9,All,Level 1,Transition,Delivery Team- Deployment
1,EP100177,GMCB,LMRN,New Interoperability Gateway,GMCB,Fleet Mapping,OFM-R1,Closed,"Maksimenko, Alexander (SOLGEN)",Technical,"IF newly presented Interoperability Gateway (interop between Municipal Radio Systems and PSRN) requirements are delayed, THEN FM acceptance will be delayed.",0.2,Low=1,Low=1,Fleet Mapping,Aug 28 > OFM decision to keep ecryption on OFM-1 and OFM-2 confirmed. FM document cleaned up by Zoran (v.0.9) - to be reviwed with BMR (Dave C) Jul 23 > Conduct GMCB - OFM requirements review to understand feasibility and next steps required,"Maksimenko, Alexander (SOLGEN)",Jeff Dick,3/9/2021 12:47,"Szotek, Lucas (SOLGEN)",3/9/2021 12:47,"Szotek, Lucas (SOLGEN)",OFM LMRN Program Plan,PSRN.LMRN.WS-9,All,Level 3,Transition,Delivery Team- Deployment
2,EP100177,GMCB,LMRN,New interop FM requirements,GMCB,Fleet Mapping,OFM-R2,Closed,"Maksimenko, Alexander (SOLGEN)",Project Management,"IF the new interops requirements are delayed due to new interop FM requirements, THEN OFM Interoperability endorsement will be delayed.",0.25,Low=1,Low=1,Fleet Mapping,Aug 28 > OFM decision to keep ecryption on OFM-1 and OFM-2 confirmed. FM document cleaned up by Zoran (v.0.9) - to be reviwed with BMR (Dave C) Jul 23 > Conduct GMCB - OFM requirements review to understand feasibility and next steps required,"Maksimenko, Alexander (SOLGEN)",Alexander.Maksimenko@ontario.ca,3/9/2021 12:53,"Szotek, Lucas (SOLGEN)",3/9/2021 12:53,"Szotek, Lucas (SOLGEN)",OFM LMRN Program Plan,PSRN.LMRN.WS-9,All,Level 3,Transition,Delivery Team- Deployment
1,EP100186,GMCB,LMRN,Test item - Risk (to be removed),GMCB,,PWA,Closed,"Vicinanzo, Amanda (SOLGEN)",,This is a test Risk item foor PWA validation,0.3,Low=1,High=3,,,"Szotek, Lucas (SOLGEN)",,3/1/2021 11:28,"Maksimenko, Alexander (SOLGEN)",9/16/2021 10:56,"Shydlowsky, John (TBS)",Adult Corrections and YJ LMRN Program Plan,PSRN.LMRN.WS-9,All,Level 3,Transition,Delivery Team- Deployment
2,EP100186,GMCB,LMRN,Encryption management by OPP,GMCB,Scheduling,CYJRN-R7,Open,"Gill, Kevin (SOLGEN)",Project Management,If encryption management by OPP would not cover CYJRN requirements then CYJRN UE deployments will be impacted.,0.35,Low=1,Medium=2,Scheduling,GMCB to discuss internally once required details obtained and setup a review session with BMR upon encryption management conclusion.,"Vertefeuille, Stephane (SOLGEN)",,3/29/2021 0:04,"Szotek, Lucas (SOLGEN)",11/30/2022 13:15,"Toor, Ramanjot (SOLGEN)",Adult Corrections and YJ LMRN Program Plan,PSRN.LMRN.WS-9,All,Level 3,Transition,Delivery Team- Deployment
3,EP100186,GMCB,LMRN,Encryption management process,GMCB,Scheduling,CYJRN-R8,Open,"Gill, Kevin (SOLGEN)",Project Management,If encryption management is not finalized soon then our deployment schedule will be impacted and potentially delayed.,0.34,Low=1,High=3,Scheduling,"23-Mar-2022 (LM): Updated due date, item remains outstanding. Stephane working with OPP and ministry's to resolve.   Joe and CYJ team is working with Andrew and TR team to ensure alignment.","Vertefeuille, Stephane (SOLGEN)",lucas.szotek@ontario.ca,3/29/2021 0:08,"Szotek, Lucas (SOLGEN)",11/30/2022 13:15,"Toor, Ramanjot (SOLGEN)",Adult Corrections and YJ LMRN Program Plan,PSRN.LMRN.WS-9,All,Level 3,Transition,Delivery Team- Deployment
4,EP100186,GMCB,LMRN,Emergency Watch Agreement,GMCB,UE Readiness,PWA,Open,"Gill, Kevin (SOLGEN)",Planning,"IF the Emergency watch agreement is not complete including required approvals in time for advance deployment, THEN radios will not work with OPP as expected and the deployment will be delayed.",0.25,Low=1,High=3,UE Readiness,"14-Jul-2022: Emergency Watch agreement in progress. OPP has submitted the agteement to Adult Corrections, under review. Youth Justice is pending.  Will continue to monitor to closure.  23-Mar-2022 (LM) Emergency/Radio Watch agreement in progress with OPP. The existing emergency/radio warch agreement will support the new radios however encryption roles and responsibilities are not defined and will be required for the new radios.   14-Apr-2021: Meeting with OPP to confirm the status of the Emergency Watch Agreement. Follow-up discussion with GMCB resources to plan engagement with required Adult Corrections and Youth Justice contacts for updates on the agreement. Awareness of this risk to be discussed at Monthly MRC's and deployment meetings.","Gill, Kevin (SOLGEN)",,4/16/2021 17:55,"Martin, Liza (SOLGEN)",11/30/2022 13:16,"Toor, Ramanjot (SOLGEN)",Adult Corrections and YJ LMRN Program Plan,PSRN.LMRN.WS-9,All,Level 2,Transition,Delivery Team- Deployment
5,EP100186,GMCB,LMRN,Training Approval by OPP,GMCB,Planning,PWA,Closed,"Martin, Liza (SOLGEN)",Planning,"IF the Training developed for Adult Corrections and Youth Justice is not reviewed and approved by OPP for the OPP specific support requirements, THEN radios will not be supported as expected by OPP.",0.9,High=3,Medium=2,Planning,23-Mar-2022 (LM): Training package for elearning has been completed and training has started. Any changes to the training would be managed by the Adult Corrections/Youth Justice Teams.   13-Apr-2021: Risk identified following a discussion with OPP regarding required training.,"Martin, Liza (SOLGEN)",,4/16/2021 18:09,"Martin, Liza (SOLGEN)",3/23/2022 12:08,"Martin, Liza (SOLGEN)",Adult Corrections and YJ LMRN Program Plan,PSRN.LMRN.WS-9,All,Level 2,Transition,Delivery Team- Deployment
6,EP100186,GMCB,LMRN,GMCB/CYJ Team layer,GMCB,Scheduling,CYJRN-R1,Closed,"Szotek, Lucas (SOLGEN)",Project Management,Ministries response/acceptance turnaround delay due to an extra layer with WS-9 FM,0.3,Low=1,High=3,Scheduling,Formulate a strategy to offset the limitations.,"Szotek, Lucas (SOLGEN)",,4/27/2021 12:56,"Szotek, Lucas (SOLGEN)",4/27/2021 12:56,"Szotek, Lucas (SOLGEN)",Adult Corrections and YJ LMRN Program Plan,PSRN.LMRN.WS-9,All,Level 3,Transition,Delivery Team- Deployment
7,EP100186,GMCB,LMRN,CYJ/YJ team turnover,GMCB,Fleet Mapping,CYJRN-R2,Closed,"Szotek, Lucas (SOLGEN)",Project Management,"IF ministries resources keep changin, THEN FM/ UE acceptance due date will be delayed due to knowledge gap.",0.35,Low=1,High=3,Fleet Mapping,Meeting to sync up and go over any gaps.,"Szotek, Lucas (SOLGEN)",,4/27/2021 13:12,"Szotek, Lucas (SOLGEN)",4/27/2021 13:12,"Szotek, Lucas (SOLGEN)",Adult Corrections and YJ LMRN Program Plan,PSRN.LMRN.WS-9,All,Level 3,Transition,Delivery Team- Deployment
8,EP100186,GMCB,LMRN,Training Hardware Delivery,GMCB,UE Packages,CYJRN-R3,Closed,"Szotek, Lucas (SOLGEN)",Project Management,"If the hardware is not matched, THEN we will expeirence training issues.",0.15,Low=1,High=3,UE Packages,Escalate with PMO to raise the awareness and request support to ensure BMR delivers as requested.,"Szotek, Lucas (SOLGEN)",,4/27/2021 15:12,"Szotek, Lucas (SOLGEN)",4/27/2021 15:12,"Szotek, Lucas (SOLGEN)",Adult Corrections and YJ LMRN Program Plan,PSRN.LMRN.WS-9,All,Level 3,Transition,Delivery Team- Deployment
9,EP100186,GMCB,LMRN,CORR/YJ Vehicle Availability,GMCB,Scheduling,CYJRN-R4,Closed,"Martin, Liza (SOLGEN)",Project Management,"IF vehicle availability is delayed, THEN we will experience scheduling issues.",1,High=3,High=3,Scheduling,23-Mar-2022: Detailed plan will be developed and identify when vehicles will be required. Risk mitigated through the planning process.   Discuss with CORR/YJ team to obtain requested info.,"Martin, Liza (SOLGEN)",,4/27/2021 15:30,"Szotek, Lucas (SOLGEN)",3/23/2022 12:10,"Martin, Liza (SOLGEN)",Adult Corrections and YJ LMRN Program Plan,PSRN.LMRN.WS-9,All,Level 3,Transition,Delivery Team- Deployment
10,EP100186,GMCB,LMRN,November Deployment,GMCB,Scheduling,CYJRN-R5,Closed,"Szotek, Lucas (SOLGEN)",Project Management,"IF the delay in November deployment date continues, THEN we risk a delay with AD Planning",0.2,Low=1,High=3,Scheduling,,"Szotek, Lucas (SOLGEN)",,4/27/2021 17:08,"Szotek, Lucas (SOLGEN)",8/11/2021 14:45,"Szotek, Lucas (SOLGEN)",Adult Corrections and YJ LMRN Program Plan,PSRN.LMRN.WS-9,All,Level 3,Transition,Delivery Team- Deployment
11,EP100186,GMCB,LMRN,Vehicles' Fit,GMCB,UE Packages,CYJRN-R6,Closed,"Szotek, Lucas (SOLGEN)",Project Management,If the vehicles do not fit available parking spots then this can be a limiting factor in selecting installation locations.,0.15,Low=1,High=3,UE Packages,We will have to confirm dimensions of the vehicles and confirm with specific locations if they will support it.,"Szotek, Lucas (SOLGEN)",,4/27/2021 17:16,"Szotek, Lucas (SOLGEN)",4/27/2021 17:16,"Szotek, Lucas (SOLGEN)",Adult Corrections and YJ LMRN Program Plan,PSRN.LMRN.WS-9,All,Level 3,Transition,Delivery Team- Deployment
12,EP100186,GMCB,LMRN,Encryption management by OPP,GMCB,Scheduling,CYJRN-R7,Closed,"Martin, Liza (SOLGEN)",Project Management,If encryption management by OPP would not cover CYJRN requirements then CYJRN UE deployments will be impacted.,0.35,Low=1,High=3,Scheduling,23-Mar-2022 (LM): Duplicate item. Item closed. GMCB to discuss internally once required details obtained and setup a review session with BMR upon encryption management conclusion.,"Martin, Liza (SOLGEN)",,4/27/2021 17:21,"Szotek, Lucas (SOLGEN)",3/23/2022 12:11,"Martin, Liza (SOLGEN)",Adult Corrections and YJ LMRN Program Plan,PSRN.LMRN.WS-9,All,Level 3,Transition,Delivery Team- Deployment
13,EP100186,GMCB,LMRN,Encryption management process,GMCB,Scheduling,CYJRN-R8,Closed,"Szotek, Lucas (SOLGEN)",Project Management,If encryption management is not finalized soon then our deployment schedule will be impacted and potentially delayed.,0.34,Low=1,High=3,Scheduling,Joe and CYJ team is working with Andrew and TR team to ensure alignment.,"Szotek, Lucas (SOLGEN)",,4/27/2021 17:24,"Szotek, Lucas (SOLGEN)",4/27/2021 17:24,"Szotek, Lucas (SOLGEN)",Adult Corrections and YJ LMRN Program Plan,PSRN.LMRN.WS-9,All,Level 3,Transition,Delivery Team- Deployment
14,EP100186,GMCB,LMRN,Training schedule Sync,GMCB,Scheduling,CYJRN-R9,Closed,"Martin, Liza (SOLGEN)",Project Management,"If ministry partner's training schedule is not properly synced up with AD Deployment schedule, then we risk having scheduling issues and delays.",0.25,Low=1,High=3,Scheduling,23-Mar-2022: IPMP defines and timeline which has been approved by Adult Corrections and Youth Justice to complete training (Sep 2022-Dec 2022) to a specific level to support advanced deployment.   Rav is working with CORR and YJ team to ensure they are involved in the planning process to ensure alignment.,"Martin, Liza (SOLGEN)",lucas.szotek@ontario.ca,4/27/2021 17:30,"Szotek, Lucas (SOLGEN)",3/23/2022 12:13,"Martin, Liza (SOLGEN)",Adult Corrections and YJ LMRN Program Plan,PSRN.LMRN.WS-9,All,Level 3,Transition,Delivery Team- Deployment
15,EP100186,GMCB,LMRN,IF we take 12 weeks to finalize CYJ order before placing order THEN we will run into scheudling conflic with RFN project timelines.,GMCB,Scheduling,PWA,Closed,"Martin, Liza (SOLGEN)",Schedule,After recieveing,0.75,Medium=2,Medium=2,Scheduling,"23-Mar-2022 (LM) Item closed, order has been placed and timeline confirmed.  We hope to escalate the issue with higher up management to obtain support in speeding up the process from 12 weeks to 4 weeks or so. We are hoping to preempt whatever is possible to speed up the process execution to avoid the timelines conflict.","Martin, Liza (SOLGEN)",Joe Coady,9/22/2021 12:03,"Szotek, Lucas (SOLGEN)",3/23/2022 12:14,"Martin, Liza (SOLGEN)",Adult Corrections and YJ LMRN Program Plan,PSRN.LMRN.WS-9,All,Level 2,Transition,Delivery Team- Deployment
1,EP100191,GMCB,LMRN,STRM-R0001: Equipment at Civil Sites prior to Transition,GMCB,,PWA,Closed,"Topic, Katie (SOLGEN)",GMCB Internal,A large volume of equipment will be at Civil sites prior to transition.ÃÂ  There is a gap in understanding how these assets will be managed / monitored.,0.3,Low=1,High=3,,"2020-09-18: After DG3 completion, the equipment at the FP sites is owned by Bell. The assumption is that asset ownership is tied to substantial completion and the associated payment to Bell (i.e. sites following FP). Christina suggests that we have basic heart beat measures / monitoring in place (where possible - backhaul needs to be in place). Team approach - Bell owns the liability for the network gear under LMRN (not RIE which we own) - GMCB will not ask for monitoring on network gear specifically (this would trigger compensation).

2020-09-11: PCF speaking with legal at 3:00 pm today to confirm ownership (specific to DG3). Revisit next week. Broader conversation required to cover zone transition, substantial completion and monitoring commitments. Alignment at DSC required (Risk & Issues meeting first - standard process).

2020-09-04:  Equipment is not being monitored until Transition.  Need to be clear on who owns the equipment when.  Discussion will be held on 2020-09-08 to assist with furthering this discussion.

2020-08-28: There needs to be a clear understanding on who will be responsible for the assets that will be deployed at Civil sites and that will, in many cases, be at the sites for some time prior to Transition.  Evelyn communicated that Steve M, feels that the assets are the responsibility of BMR until a given Zone is completed (Transition?).  Arnab will look at this from a contract perspective and will also ensure that there is clarity around the language used.","Cameron, Stephen (SOLGEN)",,9/11/2020 11:54,"Cameron, Stephen (SOLGEN)",2/2/2021 8:26,"Cameron, Stephen (SOLGEN)",PSRN Integrated Build,PSRN.LMRN.WS-1,All,Level 3,PMO,PRC
4,EP100191,GMCB,LMRN,STRM-R0004: Titan Tower/Vertical Tower Integrity,GMCB,,PWA,Open,"Topic, Katie (SOLGEN)",GMCB Internal,BMR is assessing the reason for the failure of Bronte Creek Park. The tower failed structural analysis significantly although it is only a 10-year-old tower. GMCB is concerned about the failure as this is a fairly new structure. The concern is broader as there may be other towers in a similar situation. GMCB has sent the detailed drawings and info of 16 sites to BMR.,0.3,Low=1,Low=1,,"09/15/2021: Not just Titan or Vertical tower.  Assesing 4 towers/xray analysis-foundation depth.  Need to confirm if xray is viable to determine depth.  What does the control case look like. Ongoing. Bring up 1/month.
- Bronte- going to deploy a refurbished shelter at Bronte. Move OPP and Parks onto Park tower.
- Aziz and Zoran supporting  

06/09/2021: Reports from Marten river being reviewed.  Esker Lake- challenge to foundation->from a different contractor.  May be issue with design- needs to be validated. 

06/02/2021:  Noise analysis Bronte- Cancelled.  Analysis and foundation x-ray at Marten River. Remaining sites cannot confrim if they are vertical tower. Next steps- tower analysis date to be provided by BMR.

05/12/2021: Noise analysis not required.  RF specs and structural analysis complete by early June.
- 4 towers to be audited from foundation -on hold until confirmation if they were built by vertical tower.  Steve M to only move forward if these are vertical towers.

04/21/2021: Structural analysis will be done again for the tower with additional loading and also a noise analysis will be conducted.&nbsp; 

04/07/2021: Alignment established to co-locate the Ontario parks and OPP solutions at the campground tower.
&nbsp;&nbsp;&nbsp;&nbsp;- Requirement for shelter confirmed 
&nbsp;&nbsp;&nbsp;&nbsp;- Next steps: LRC to confirm location for shelter 
&nbsp;- Still need H&S certificate extended- Andrew following up with Steve M

03/24/2021: H&S for next 3 months- alternate solution WIP.&nbsp; With TR stream to discuss with BMR to move forward- Bronte Creek campground.&nbsp; Target equipment out of existing tower in next 3 months.&nbsp;&nbsp; Will likely need to extend H&S letter.&nbsp; 

03/03/2021: Bring back after 2 weeks

02/19/2021: H&S report pass for next 4 months.&nbsp; Assessment of alternate tower underway. 

02/12/2021: Unofficially no Health and Safety issues associated with the tower.&nbsp; We may use an alternate tower- assessment underway.

2021-02-05:&nbsp; In progress- asked for H&S no response yet. 

2021-01-29: Options being explored with Bell. Trying to deterine if there's been any Health & Safety reports filed for the tower - in progress.

2021-01-22: Bronte report sent to Andrew. 37K to fix tower. On Civil stream weekly agenda to sort out.

2021-01-15: Bronte is done and copy of report should arrive at GMCB this week. Depth was more than expected but too narrow. Immediate next step is to obtain a schedule for the next 4 sites.

2020-12-11: Security Clearance holding up progress. Site visits require 2 technicians (Mr Watson cleared Nov 25th, Mr Johnstone not cleared as of Dec 7). Site assessments to be completed for 4 locations (Ivanhoe, The Shoals, Kirkland Lake, Marten River) to see if the integrity problem is systemic.

2020-10-23: Select ""Vertical"" towers require on-site inspection by Bell - coupled with Structual Analysis.

2020-09-18: No further update. Waiting for meeting to occur.

2020-09-16: Bell review in progress. Joint meeting set for September 29th.","Quinn, Christina (SOLGEN)",,9/18/2020 10:23,"Cameron, Stephen (SOLGEN)",9/16/2021 15:08,"Topic, Katie (SOLGEN)",PSRN Integrated Build,PSRN.LMRN.WS-1,All,Level 3,PMO,PRC
5,EP100191,GMCB,LMRN,STRM-R0005: Failing Towers in the North,GMCB,,PWA,Open,"Topic, Katie (SOLGEN)",GMCB Internal,"It is known that quite a few towers will be failing in the north. Many of the towers were built some time ago and the CSA standard has changed significantly - most notably is changes to the ice map.

Methodology for processing failures required.

Civil stream maintaining a summary on SharePoint.

https://remote.sdc.gov.on.ca/sites/jts-gmcb/IPMO/CIR/SiteReady/SitePages/Summary.aspx",0,Low=1,High=3,,"09/15/2021: Stream specific issue currently but if we have failures will need TR support
NEZ and NWZ-  
ÃÂ	STA in progress=17
ÃÂ	STA passed=40
ÃÂ	STA failed=478
 

06/09/2021: Still failing at about 50%

06/02/2021: Failures more than 50%. Majority can be fixed via reinforcement. Option analysis still WIP as well for coverage. 
NEZ-  
ÃÂ	STA in progress=5
ÃÂ	STA passed=30
ÃÂ	STA failed=40
NWZ
ÃÂ	STA in progress=17
ÃÂ	STA passed=3
ÃÂ	STA failed=8

05/12/2021: Failures more than 50%. Majority can be fixed via reinforcement. Option analysis still WIP as well for coverage. 
NEZ-&nbsp; 
ÃÂ	STA in progress=10
ÃÂ	STA passed=28
ÃÂ	STA failed=36
NWZ
ÃÂ	STA in progress=13
ÃÂ	STA passed=1
ÃÂ	STA failed=3

05/05/2021:
NEZ-&nbsp; 
ÃÂ	STA in progress=11
ÃÂ	STA passed=27
ÃÂ	STA failed=36
NWZ
ÃÂ	STA in progress=8
ÃÂ	STA passed=1
ÃÂ	STA failed=2
04/07/2021:
NEZ-&nbsp; 
ÃÂ	STA in progress=11
ÃÂ	STA passed=25
ÃÂ	STA failed=31
NWZ
ÃÂ	STA in progress=2
ÃÂ	STA passed=1
ÃÂ	STA failed=0

03/24/2021:
NEZ-&nbsp; 
ÃÂ	STA in progress=14
ÃÂ	STA passed=24
ÃÂ	STA failed=30
NWZ
ÃÂ	STA in progress=2
ÃÂ	STA passed=1
ÃÂ	STA failed=0

04/28/2021:
NEZ-&nbsp; 
ÃÂ	STA in progress=14
ÃÂ	STA passed=26
ÃÂ	STA failed=33
NWZ
ÃÂ	STA in progress=2
ÃÂ	STA passed=1
ÃÂ	STA failed=2

04/07/2021:
NEZ-&nbsp; 
ÃÂ	STA in progress=11
ÃÂ	STA passed=25
ÃÂ	STA failed=31
NWZ
ÃÂ	STA in progress=2
ÃÂ	STA passed=1
ÃÂ	STA failed=0


2021-03-17:&nbsp; 
- Microwave spec change may alter results- may need re-work. 
NEZ- know what we need in terms of re-enforcement
ÃÂ	STA in progress=28
ÃÂ	STA passed=22
ÃÂ	STA failed=24 -&nbsp; 2or 3 new tower builds will be required in NE
NWZ
ÃÂ	STA in progress=0
ÃÂ	STA passed=1
ÃÂ	STA failed=0

Far North- need to start tracking/planning.&nbsp; Will build out Far North for NEZ.&nbsp; Many sites in First Nation communities-issue with&nbsp; tower leases. 

03/10/2021: 
NEZ- know what we need in terms of re-enforcement
ÃÂ	STA in progress=18
ÃÂ	STA passed=22
ÃÂ	STA failed=22 -&nbsp; 2or 3 new towe builds will be required in NE
NWZ
ÃÂ	STA in progress=0
ÃÂ	STA passed=1
ÃÂ	STA failed=0

Far North- need to start tracking/planning.&nbsp; Will build out Far North for NEZ.&nbsp; Many sites in First Nation communities-issue with&nbsp; tower leases. 

03/03/2021: 
NEZ
ÃÂ	STA in progress=21
ÃÂ	STA passed=20
ÃÂ	STA failed=20
NWZ
ÃÂ	STA in progress=1
ÃÂ	STA passed=3
ÃÂ	STA failed=0

02/19/2021: NE &NW zone- 19 trunked sites failed, 16 trunked sites passed (out of 35 sites)

02/12/2021: NE & NW zone- Out of 28- 11 trunk sites structure analysis passed, 15 failed.&nbsp; High rate of failure.&nbsp; Have not started analysis in Far North. When RFB went out- identified towers at risk of failure- 16&nbsp; that we wanted to assess right away. Need to assess the 16 we thought were going to be an issue.&nbsp; Christina to send Katie weekly updates to track . 

2021-02-05:&nbsp; No update

2021-01-15: Roughly 60% failure rate for the north thus far - higher percentage because we prioritied the locations where we anticipated problems. Better understanding in the next two months. No recent discussions with Bell on options and strategy to mitigate failures (few facilities in the north) - focussing on DG2/DG3 completion. Bell waiting for entire cluster to be analyzed (prelim) before reviewing options.

2020-12-11: Initial cross stream brainstorming under way in terms of how we assess and make decisions (e.g. Does the structure pass for LMRN end state? How many conversions required?).","Quinn, Christina (SOLGEN)",,12/14/2020 8:47,"Cameron, Stephen (SOLGEN)",9/16/2021 15:11,"Topic, Katie (SOLGEN)",PSRN Integrated Build,PSRN.LMRN.WS-1,All,Level 3,PMO,PRC
